"group","freg","mean","sd","GO"
"All",1,0.0325198236655727,0.0487544464496901,"GO:0006614"
"All",2,0.0344941239279242,0.0505367505404976,"GO:0006614"
"All",3,0.0354698140472908,0.0510879348863167,"GO:0006614"
"All",4,0.0363029447109688,0.0515773938055876,"GO:0006614"
"All",5,0.0369631176284153,0.0516684061227779,"GO:0006614"
"All",6,0.0376898643720542,0.0523264982235925,"GO:0006614"
"All",7,0.0379617188281086,0.0526363409850638,"GO:0006614"
"All",8,0.0386514214427517,0.0536242946021746,"GO:0006614"
"All",9,0.0391111176125579,0.0538526056463942,"GO:0006614"
"All",10,0.0397874815779113,0.0541914526920502,"GO:0006614"
"All",11,0.0397635782836937,0.0540103317281902,"GO:0006614"
"All",12,0.0401262739951792,0.054480215021664,"GO:0006614"
"All",13,0.0403948200604255,0.0546090669105082,"GO:0006614"
"All",14,0.0403941142366548,0.0544281977489712,"GO:0006614"
"All",15,0.0410274822544248,0.0549748514923076,"GO:0006614"
"All",16,0.0410085217610391,0.0548896532695896,"GO:0006614"
"All",17,0.0412799733387932,0.055267677689974,"GO:0006614"
"All",18,0.0410298206503093,0.0551850952024194,"GO:0006614"
"All",19,0.0413218216734751,0.0554004418768835,"GO:0006614"
"All",20,0.0418811312746358,0.0557210023749592,"GO:0006614"
"All",21,0.0417942422642233,0.0556082471941882,"GO:0006614"
"All",22,0.0416466621675232,0.0551715056895953,"GO:0006614"
"All",23,0.0417389417511877,0.0551383044206028,"GO:0006614"
"All",24,0.0420499230557523,0.0554956044587308,"GO:0006614"
"All",25,0.0426515534918858,0.0562262577818789,"GO:0006614"
"All",26,0.0425143860697003,0.0559715404090491,"GO:0006614"
"All",27,0.0429904580750625,0.0563199306893782,"GO:0006614"
"All",28,0.042818504211267,0.0561146112384024,"GO:0006614"
"All",29,0.0429050951984189,0.05621841151958,"GO:0006614"
"All",30,0.0432242246347256,0.0563217798798154,"GO:0006614"
"All",31,0.0430261163610543,0.0561485735246658,"GO:0006614"
"All",32,0.0431047770026039,0.0562144616877493,"GO:0006614"
"All",33,0.043393036901372,0.0561567509415239,"GO:0006614"
"All",34,0.0438423867726529,0.0567315449198757,"GO:0006614"
"All",35,0.0434038585750232,0.0562434261601015,"GO:0006614"
"All",36,0.0434569823188577,0.0564466889841427,"GO:0006614"
"All",37,0.0437416033309746,0.0567343055483003,"GO:0006614"
"All",38,0.0442033060613167,0.0566225047324265,"GO:0006614"
"All",39,0.0440805735492401,0.0568564561035346,"GO:0006614"
"All",40,0.0442844448747243,0.0565740916666472,"GO:0006614"
"All",41,0.0445206585200223,0.0570273500896912,"GO:0006614"
"All",42,0.0445346218873912,0.0572339742667788,"GO:0006614"
"All",43,0.0445706579733149,0.0574115739696954,"GO:0006614"
"All",44,0.0450715856376193,0.0576578191037184,"GO:0006614"
"All",45,0.0451607941575079,0.0576006364402732,"GO:0006614"
"All",46,0.0452962080699979,0.0574949841696554,"GO:0006614"
"All",47,0.0457466972254661,0.0581750990445375,"GO:0006614"
"All",48,0.0459556890803291,0.0581225153495678,"GO:0006614"
"All",49,0.0457343950443083,0.0581384483185006,"GO:0006614"
"All",50,0.0456030427731357,0.0580554394162584,"GO:0006614"
"All",51,0.0456157215562574,0.0582704599977955,"GO:0006614"
"All",52,0.0457127754324729,0.0583212330038638,"GO:0006614"
"All",53,0.0455543535067439,0.0580293907055852,"GO:0006614"
"All",54,0.0461398381440046,0.0582124776504508,"GO:0006614"
"All",55,0.0465521703886881,0.0582835567770031,"GO:0006614"
"All",56,0.0469910715183916,0.0586734652269497,"GO:0006614"
"All",57,0.0472951161748318,0.0590379126626657,"GO:0006614"
"All",58,0.0471829204979222,0.0589178796543805,"GO:0006614"
"All",59,0.0470057304954194,0.0587614432882346,"GO:0006614"
"All",60,0.0474406609814931,0.0591088202334099,"GO:0006614"
"All",61,0.0472570468469544,0.0589159249044566,"GO:0006614"
"All",62,0.0478046525776473,0.0588003111519519,"GO:0006614"
"All",63,0.0478308057141753,0.0592206650643729,"GO:0006614"
"All",64,0.0477574827467363,0.0589316288496955,"GO:0006614"
"All",65,0.047643222527332,0.0590466031048622,"GO:0006614"
"All",66,0.0482177327493479,0.059286070410216,"GO:0006614"
"All",67,0.0481799107564579,0.059192601557359,"GO:0006614"
"All",68,0.0481726366190033,0.0596014144447556,"GO:0006614"
"All",69,0.0488046099353637,0.0600087911544015,"GO:0006614"
"All",70,0.0486075910286198,0.0599428052224518,"GO:0006614"
"All",71,0.0489704213320974,0.0598671334120185,"GO:0006614"
"All",72,0.0492151991187483,0.0596752084945488,"GO:0006614"
"All",73,0.0494136958990983,0.0598292179262781,"GO:0006614"
"All",74,0.0497638706128463,0.0601915330664103,"GO:0006614"
"All",75,0.0502800588459429,0.0604390748892309,"GO:0006614"
"All",76,0.0503114327492422,0.0607147038714227,"GO:0006614"
"All",77,0.0502707595390526,0.0605251752265122,"GO:0006614"
"All",78,0.0504751253694608,0.0606036922760085,"GO:0006614"
"All",79,0.0512075272594436,0.0608649723324217,"GO:0006614"
"All",80,0.0519604922557679,0.0607941501290056,"GO:0006614"
"All",81,0.0519473288361707,0.0612043472553781,"GO:0006614"
"All",82,0.0523620480016937,0.0613819032230281,"GO:0006614"
"All",83,0.0525020653421966,0.0613617297777223,"GO:0006614"
"All",84,0.0530268690008471,0.0616711751862628,"GO:0006614"
"All",85,0.053870277940016,0.0622325110617914,"GO:0006614"
"All",86,0.0545359200069118,0.0625891479640219,"GO:0006614"
"All",87,0.0549879764704846,0.0630045542507123,"GO:0006614"
"All",88,0.0555533046576647,0.063142359889354,"GO:0006614"
"All",89,0.056428319094919,0.0633025196960852,"GO:0006614"
"All",90,0.0573175347484822,0.0641221284399554,"GO:0006614"
"All",91,0.0581537644896452,0.0641222344392988,"GO:0006614"
"All",92,0.0587491141426992,0.0637664016716348,"GO:0006614"
"All",93,0.059799586897863,0.0645641301301221,"GO:0006614"
"All",94,0.0603640673651339,0.0646355034400554,"GO:0006614"
"All",95,0.0615960855844275,0.0648334333572111,"GO:0006614"
"All",96,0.0627812769370167,0.0650515879148606,"GO:0006614"
"All",97,0.0642661579473579,0.0649632119529469,"GO:0006614"
"All",98,0.0654298389250804,0.0649331669706786,"GO:0006614"
"All",99,0.0664922715311851,0.0648107152407883,"GO:0006614"
"All",100,0.0646323676588691,0.0638289111334761,"GO:0006614"
"GO",1,0.0443779273074707,0.0646526281232598,"GO:0006614"
"GO",2,0.0555161600920316,0.0729058783986155,"GO:0006614"
"GO",3,0.0532060392115239,0.0766472818312311,"GO:0006614"
"GO",4,0.0491601959156244,0.0670026151534041,"GO:0006614"
"GO",5,0.0483754231187399,0.0622236607403174,"GO:0006614"
"GO",6,0.0443028014787912,0.0660193571945885,"GO:0006614"
"GO",7,0.0449545299687027,0.0668530931919924,"GO:0006614"
"GO",8,0.047255744147942,0.0640139593377717,"GO:0006614"
"GO",9,0.0462400372084278,0.05978963766912,"GO:0006614"
"GO",10,0.0436582502459185,0.0587994084155337,"GO:0006614"
"GO",11,0.0502706798215534,0.0628044734887186,"GO:0006614"
"GO",12,0.0480278189861365,0.0650457084821241,"GO:0006614"
"GO",13,0.0488716366040008,0.0677863406136623,"GO:0006614"
"GO",14,0.0481577966968456,0.0656171602134306,"GO:0006614"
"GO",15,0.0494331214603281,0.0657945828385889,"GO:0006614"
"GO",16,0.0503719688949207,0.0662373875400304,"GO:0006614"
"GO",17,0.0486803326986974,0.066831926730732,"GO:0006614"
"GO",18,0.0483609755553402,0.0680218610757589,"GO:0006614"
"GO",19,0.0474302675574129,0.0663413807112684,"GO:0006614"
"GO",20,0.0470570981010419,0.067169314793099,"GO:0006614"
"GO",21,0.0469736387196152,0.0681480852138918,"GO:0006614"
"GO",22,0.0522743326916981,0.0679661152017199,"GO:0006614"
"GO",23,0.0515097397119781,0.0715237013538076,"GO:0006614"
"GO",24,0.0491963628902069,0.0696973450133155,"GO:0006614"
"GO",25,0.052089926731713,0.0708597768086951,"GO:0006614"
"GO",26,0.054944397842844,0.074324874237938,"GO:0006614"
"GO",27,0.0552179963809785,0.0709435449643054,"GO:0006614"
"GO",28,0.051597996258697,0.0682005507631974,"GO:0006614"
"GO",29,0.0532375029311957,0.0677155206721535,"GO:0006614"
"GO",30,0.0516102305800768,0.0649621875728967,"GO:0006614"
"GO",31,0.0504332488673892,0.0640449423071936,"GO:0006614"
"GO",32,0.0533512798104224,0.0645376095600622,"GO:0006614"
"GO",33,0.056305932050222,0.0675078553201952,"GO:0006614"
"GO",34,0.0581380518367995,0.0714630270729185,"GO:0006614"
"GO",35,0.0535034077647041,0.0697717533028283,"GO:0006614"
"GO",36,0.0570543386777359,0.0701185629730262,"GO:0006614"
"GO",37,0.0589286897050819,0.0691973256728978,"GO:0006614"
"GO",38,0.0590904171489181,0.0685958241161474,"GO:0006614"
"GO",39,0.0595506828928869,0.0658744093209341,"GO:0006614"
"GO",40,0.0611905809797309,0.0687563401311294,"GO:0006614"
"GO",41,0.0661717480798531,0.0737474513597141,"GO:0006614"
"GO",42,0.0684269263466541,0.0721026465219957,"GO:0006614"
"GO",43,0.0653553575618319,0.072041285608606,"GO:0006614"
"GO",44,0.0681783580629526,0.0715968400159225,"GO:0006614"
"GO",45,0.0707823268070439,0.0700281478187953,"GO:0006614"
"GO",46,0.0712874402811064,0.075074763451655,"GO:0006614"
"GO",47,0.0719036317999802,0.0705830018042679,"GO:0006614"
"GO",48,0.0709164188033099,0.0697257115008416,"GO:0006614"
"GO",49,0.0706619656985084,0.0731028036447923,"GO:0006614"
"GO",50,0.0711400546963158,0.0742098322671779,"GO:0006614"
"GO",51,0.0725261888847891,0.0775314810627765,"GO:0006614"
"GO",52,0.0781858559947229,0.0781028523195021,"GO:0006614"
"GO",53,0.0764115186165393,0.0795638761329236,"GO:0006614"
"GO",54,0.0781670663839969,0.0781851849406169,"GO:0006614"
"GO",55,0.0781308775873119,0.080872578739234,"GO:0006614"
"GO",56,0.080172992527629,0.0824006978134229,"GO:0006614"
"GO",57,0.0773586057932187,0.0798954415594854,"GO:0006614"
"GO",58,0.0779100837058,0.0784849851107526,"GO:0006614"
"GO",59,0.0782014944465171,0.0782576005603686,"GO:0006614"
"GO",60,0.0738930105921186,0.0771687022342847,"GO:0006614"
"GO",61,0.0740084476469342,0.0798874122699866,"GO:0006614"
"GO",62,0.0726810258782066,0.0770339122951026,"GO:0006614"
"GO",63,0.0754978087964839,0.076695077540819,"GO:0006614"
"GO",64,0.0757275423380213,0.0775943452038146,"GO:0006614"
"GO",65,0.0749009665931229,0.0791657117539147,"GO:0006614"
"GO",66,0.0747026296439052,0.0791422067756433,"GO:0006614"
"GO",67,0.0753021420264769,0.0764150700719895,"GO:0006614"
"GO",68,0.0793098600156994,0.0795938883491045,"GO:0006614"
"GO",69,0.0756835045754492,0.0729406169352504,"GO:0006614"
"GO",70,0.0710171904148398,0.0725130941729212,"GO:0006614"
"GO",71,0.0744269600016083,0.0740151218506793,"GO:0006614"
"GO",72,0.0770791728120301,0.077172820094501,"GO:0006614"
"GO",73,0.0813034176935102,0.082167363877838,"GO:0006614"
"GO",74,0.0811499545529642,0.0846663210800108,"GO:0006614"
"GO",75,0.0779544499617355,0.0841408578356035,"GO:0006614"
"GO",76,0.0790275863942894,0.0834531991699798,"GO:0006614"
"GO",77,0.0812295224824204,0.0817181815585931,"GO:0006614"
"GO",78,0.0789940505531476,0.0821093321283174,"GO:0006614"
"GO",79,0.078291656876694,0.0781816331701659,"GO:0006614"
"GO",80,0.073895837444416,0.0785656764614928,"GO:0006614"
"GO",81,0.0682278526929287,0.080153211273297,"GO:0006614"
"GO",82,0.0680858299810688,0.0772303803520243,"GO:0006614"
"GO",83,0.0676613497219028,0.0799873710969718,"GO:0006614"
"GO",84,0.0623116924852729,0.0763179171162097,"GO:0006614"
"GO",85,0.0681106359174645,0.0768316474764952,"GO:0006614"
"GO",86,0.0727266094653577,0.0763034533505369,"GO:0006614"
"GO",87,0.0694615907186428,0.0797527370559281,"GO:0006614"
"GO",88,0.0644865101174978,0.0789643668797713,"GO:0006614"
"GO",89,0.0673957622380748,0.0806445706643782,"GO:0006614"
"GO",90,0.0658095566797328,0.0840619296210203,"GO:0006614"
"GO",91,0.0676799893009625,0.083075694498512,"GO:0006614"
"GO",92,0.0644307929065393,0.0802958720847905,"GO:0006614"
"GO",93,0.0627838512029082,0.0762712423572865,"GO:0006614"
"GO",94,0.0639425229990958,0.0721933927530783,"GO:0006614"
"GO",95,0.0693436523648834,0.075057918413258,"GO:0006614"
"GO",96,0.0700781489687025,0.0732268762375682,"GO:0006614"
"GO",97,0.0646247475855739,0.0698522168024959,"GO:0006614"
"GO",98,0.0707833137674727,0.0741418992744742,"GO:0006614"
"GO",99,0.0746468522289457,0.0688617121410449,"GO:0006614"
"GO",100,0.0776311581583789,0.0734866733621726,"GO:0006614"
"All",1,0.0325198236655727,0.0487544464496901,"GO:0034121"
"All",2,0.0344941239279242,0.0505367505404976,"GO:0034121"
"All",3,0.0354698140472908,0.0510879348863167,"GO:0034121"
"All",4,0.0363029447109688,0.0515773938055876,"GO:0034121"
"All",5,0.0369631176284153,0.0516684061227779,"GO:0034121"
"All",6,0.0376898643720542,0.0523264982235925,"GO:0034121"
"All",7,0.0379617188281086,0.0526363409850638,"GO:0034121"
"All",8,0.0386514214427517,0.0536242946021746,"GO:0034121"
"All",9,0.0391111176125579,0.0538526056463942,"GO:0034121"
"All",10,0.0397874815779113,0.0541914526920502,"GO:0034121"
"All",11,0.0397635782836937,0.0540103317281902,"GO:0034121"
"All",12,0.0401262739951792,0.054480215021664,"GO:0034121"
"All",13,0.0403948200604255,0.0546090669105082,"GO:0034121"
"All",14,0.0403941142366548,0.0544281977489712,"GO:0034121"
"All",15,0.0410274822544248,0.0549748514923076,"GO:0034121"
"All",16,0.0410085217610391,0.0548896532695896,"GO:0034121"
"All",17,0.0412799733387932,0.055267677689974,"GO:0034121"
"All",18,0.0410298206503093,0.0551850952024194,"GO:0034121"
"All",19,0.0413218216734751,0.0554004418768835,"GO:0034121"
"All",20,0.0418811312746358,0.0557210023749592,"GO:0034121"
"All",21,0.0417942422642233,0.0556082471941882,"GO:0034121"
"All",22,0.0416466621675232,0.0551715056895953,"GO:0034121"
"All",23,0.0417389417511877,0.0551383044206028,"GO:0034121"
"All",24,0.0420499230557523,0.0554956044587308,"GO:0034121"
"All",25,0.0426515534918858,0.0562262577818789,"GO:0034121"
"All",26,0.0425143860697003,0.0559715404090491,"GO:0034121"
"All",27,0.0429904580750625,0.0563199306893782,"GO:0034121"
"All",28,0.042818504211267,0.0561146112384024,"GO:0034121"
"All",29,0.0429050951984189,0.05621841151958,"GO:0034121"
"All",30,0.0432242246347256,0.0563217798798154,"GO:0034121"
"All",31,0.0430261163610543,0.0561485735246658,"GO:0034121"
"All",32,0.0431047770026039,0.0562144616877493,"GO:0034121"
"All",33,0.043393036901372,0.0561567509415239,"GO:0034121"
"All",34,0.0438423867726529,0.0567315449198757,"GO:0034121"
"All",35,0.0434038585750232,0.0562434261601015,"GO:0034121"
"All",36,0.0434569823188577,0.0564466889841427,"GO:0034121"
"All",37,0.0437416033309746,0.0567343055483003,"GO:0034121"
"All",38,0.0442033060613167,0.0566225047324265,"GO:0034121"
"All",39,0.0440805735492401,0.0568564561035346,"GO:0034121"
"All",40,0.0442844448747243,0.0565740916666472,"GO:0034121"
"All",41,0.0445206585200223,0.0570273500896912,"GO:0034121"
"All",42,0.0445346218873912,0.0572339742667788,"GO:0034121"
"All",43,0.0445706579733149,0.0574115739696954,"GO:0034121"
"All",44,0.0450715856376193,0.0576578191037184,"GO:0034121"
"All",45,0.0451607941575079,0.0576006364402732,"GO:0034121"
"All",46,0.0452962080699979,0.0574949841696554,"GO:0034121"
"All",47,0.0457466972254661,0.0581750990445375,"GO:0034121"
"All",48,0.0459556890803291,0.0581225153495678,"GO:0034121"
"All",49,0.0457343950443083,0.0581384483185006,"GO:0034121"
"All",50,0.0456030427731357,0.0580554394162584,"GO:0034121"
"All",51,0.0456157215562574,0.0582704599977955,"GO:0034121"
"All",52,0.0457127754324729,0.0583212330038638,"GO:0034121"
"All",53,0.0455543535067439,0.0580293907055852,"GO:0034121"
"All",54,0.0461398381440046,0.0582124776504508,"GO:0034121"
"All",55,0.0465521703886881,0.0582835567770031,"GO:0034121"
"All",56,0.0469910715183916,0.0586734652269497,"GO:0034121"
"All",57,0.0472951161748318,0.0590379126626657,"GO:0034121"
"All",58,0.0471829204979222,0.0589178796543805,"GO:0034121"
"All",59,0.0470057304954194,0.0587614432882346,"GO:0034121"
"All",60,0.0474406609814931,0.0591088202334099,"GO:0034121"
"All",61,0.0472570468469544,0.0589159249044566,"GO:0034121"
"All",62,0.0478046525776473,0.0588003111519519,"GO:0034121"
"All",63,0.0478308057141753,0.0592206650643729,"GO:0034121"
"All",64,0.0477574827467363,0.0589316288496955,"GO:0034121"
"All",65,0.047643222527332,0.0590466031048622,"GO:0034121"
"All",66,0.0482177327493479,0.059286070410216,"GO:0034121"
"All",67,0.0481799107564579,0.059192601557359,"GO:0034121"
"All",68,0.0481726366190033,0.0596014144447556,"GO:0034121"
"All",69,0.0488046099353637,0.0600087911544015,"GO:0034121"
"All",70,0.0486075910286198,0.0599428052224518,"GO:0034121"
"All",71,0.0489704213320974,0.0598671334120185,"GO:0034121"
"All",72,0.0492151991187483,0.0596752084945488,"GO:0034121"
"All",73,0.0494136958990983,0.0598292179262781,"GO:0034121"
"All",74,0.0497638706128463,0.0601915330664103,"GO:0034121"
"All",75,0.0502800588459429,0.0604390748892309,"GO:0034121"
"All",76,0.0503114327492422,0.0607147038714227,"GO:0034121"
"All",77,0.0502707595390526,0.0605251752265122,"GO:0034121"
"All",78,0.0504751253694608,0.0606036922760085,"GO:0034121"
"All",79,0.0512075272594436,0.0608649723324217,"GO:0034121"
"All",80,0.0519604922557679,0.0607941501290056,"GO:0034121"
"All",81,0.0519473288361707,0.0612043472553781,"GO:0034121"
"All",82,0.0523620480016937,0.0613819032230281,"GO:0034121"
"All",83,0.0525020653421966,0.0613617297777223,"GO:0034121"
"All",84,0.0530268690008471,0.0616711751862628,"GO:0034121"
"All",85,0.053870277940016,0.0622325110617914,"GO:0034121"
"All",86,0.0545359200069118,0.0625891479640219,"GO:0034121"
"All",87,0.0549879764704846,0.0630045542507123,"GO:0034121"
"All",88,0.0555533046576647,0.063142359889354,"GO:0034121"
"All",89,0.056428319094919,0.0633025196960852,"GO:0034121"
"All",90,0.0573175347484822,0.0641221284399554,"GO:0034121"
"All",91,0.0581537644896452,0.0641222344392988,"GO:0034121"
"All",92,0.0587491141426992,0.0637664016716348,"GO:0034121"
"All",93,0.059799586897863,0.0645641301301221,"GO:0034121"
"All",94,0.0603640673651339,0.0646355034400554,"GO:0034121"
"All",95,0.0615960855844275,0.0648334333572111,"GO:0034121"
"All",96,0.0627812769370167,0.0650515879148606,"GO:0034121"
"All",97,0.0642661579473579,0.0649632119529469,"GO:0034121"
"All",98,0.0654298389250804,0.0649331669706786,"GO:0034121"
"All",99,0.0664922715311851,0.0648107152407883,"GO:0034121"
"All",100,0.0646323676588691,0.0638289111334761,"GO:0034121"
"GO",1,0.0962209245005721,0.096121723583678,"GO:0034121"
"GO",2,0.13210525923681,0.0844916844817244,"GO:0034121"
"GO",3,0.102268433889368,0.0660732712010362,"GO:0034121"
"GO",4,0.0632504148179035,0.0394547707811736,"GO:0034121"
"GO",5,0.0722874719893652,0.0495970090737202,"GO:0034121"
"GO",6,0.0893128880684854,0.0643153626568414,"GO:0034121"
"GO",7,0.0820440614212748,0.0612942623943024,"GO:0034121"
"GO",8,0.0860850757005005,0.0592126418766426,"GO:0034121"
"GO",9,0.0787400683458302,0.0510766543702347,"GO:0034121"
"GO",10,0.0962281452826214,0.0518494401599238,"GO:0034121"
"GO",11,0.111567667330342,0.0929208350652175,"GO:0034121"
"GO",12,0.120367235900516,0.111412114960168,"GO:0034121"
"GO",13,0.129917271922333,0.0821674014386997,"GO:0034121"
"GO",14,0.138447710657494,0.104694939062471,"GO:0034121"
"GO",15,0.160086101850685,0.108748186755951,"GO:0034121"
"GO",16,0.153161075687437,0.149864697603697,"GO:0034121"
"GO",17,0.140494268687597,0.123105490386155,"GO:0034121"
"GO",18,0.114975000989236,0.0763907514100801,"GO:0034121"
"GO",19,0.0573887634747902,0.050704380177435,"GO:0034121"
"GO",20,0.0453578671095494,0.0513866041531488,"GO:0034121"
"GO",21,0.0456416171759082,0.0685332260584633,"GO:0034121"
"GO",22,0.0673746648331366,0.0702994987066985,"GO:0034121"
"GO",23,0.0846590805612458,0.0757137147115391,"GO:0034121"
"GO",24,0.101963818967933,0.0513690110248763,"GO:0034121"
"GO",25,0.0758018405871224,0.0571392305248471,"GO:0034121"
"GO",26,0.0492229538696173,0.0735103920803943,"GO:0034121"
"GO",27,0.0930005677311758,0.0740319821971294,"GO:0034121"
"GO",28,0.105325862187199,0.0823717171055537,"GO:0034121"
"GO",29,0.114268654496331,0.0805293084021132,"GO:0034121"
"GO",30,0.110506336330683,0.117152309136749,"GO:0034121"
"GO",31,0.115362054713093,0.0834165459227528,"GO:0034121"
"GO",32,0.0955701756474543,0.0697783275735789,"GO:0034121"
"GO",33,0.0876454500693544,0.0802324779666646,"GO:0034121"
"GO",34,0.128488754406958,0.0988997458700938,"GO:0034121"
"GO",35,0.151764580057701,0.110958242965066,"GO:0034121"
"GO",36,0.142603906387745,0.108870983147715,"GO:0034121"
"GO",37,0.120421721617013,0.0790883003010382,"GO:0034121"
"GO",38,0.0882555953473983,0.0496866312661774,"GO:0034121"
"GO",39,0.0780119204997796,0.0447038526885385,"GO:0034121"
"GO",40,0.0586398701543953,0.0398277412313242,"GO:0034121"
"GO",41,0.0746015479354624,0.0523555668077055,"GO:0034121"
"GO",42,0.0724501989895207,0.0422409089593059,"GO:0034121"
"GO",43,0.0858322817343473,0.0346479832827236,"GO:0034121"
"GO",44,0.0527232181866493,0.0465056873749357,"GO:0034121"
"GO",45,0.044555109270426,0.0442649760636497,"GO:0034121"
"GO",46,0.0748360834733595,0.0875251896447736,"GO:0034121"
"GO",47,0.0883982903958381,0.0790037124867446,"GO:0034121"
"GO",48,0.0985661965908969,0.0595124583450818,"GO:0034121"
"GO",49,0.119418375591336,0.0850388910942356,"GO:0034121"
"GO",50,0.133542026820969,0.0954666287093956,"GO:0034121"
"GO",51,0.139070405689596,0.110565688714525,"GO:0034121"
"GO",52,0.125453075111269,0.0910982617749263,"GO:0034121"
"GO",53,0.118327133088075,0.0743410800631408,"GO:0034121"
"GO",54,0.0924847893513561,0.0690821159857051,"GO:0034121"
"GO",55,0.102249361367045,0.0819370015888317,"GO:0034121"
"GO",56,0.113742921764841,0.059494911042328,"GO:0034121"
"GO",57,0.127538587005606,0.113611752392643,"GO:0034121"
"GO",58,0.137243027568031,0.102714409123275,"GO:0034121"
"GO",59,0.108452376054937,0.0969998193075803,"GO:0034121"
"GO",60,0.0836709301027142,0.088179687732513,"GO:0034121"
"GO",61,0.0670097339401807,0.0590243806237942,"GO:0034121"
"GO",62,0.0430080561791451,0.0463385468272888,"GO:0034121"
"GO",63,0.0395767447886737,0.044092013646084,"GO:0034121"
"GO",64,0.0738246747715186,0.0606885251236476,"GO:0034121"
"GO",65,0.056540389401517,0.0722873706649959,"GO:0034121"
"GO",66,0.104502115735361,0.0721434621759373,"GO:0034121"
"GO",67,0.0927338984636499,0.105812560133675,"GO:0034121"
"GO",68,0.118702038177417,0.0891126415629965,"GO:0034121"
"GO",69,0.123572988945419,0.102916134061181,"GO:0034121"
"GO",70,0.0957074513319564,0.0555853205915009,"GO:0034121"
"GO",71,0.0865509182777874,0.078097087366258,"GO:0034121"
"GO",72,0.0735654742694246,0.0542394443402902,"GO:0034121"
"GO",73,0.0683556553881856,0.0791429903276435,"GO:0034121"
"GO",74,0.0470315746012698,0.0524335456889687,"GO:0034121"
"GO",75,0.0457038355789147,0.0476680869888838,"GO:0034121"
"GO",76,0.0372171315124257,0.0459859448423337,"GO:0034121"
"GO",77,0.0401042697834999,0.0432244234689791,"GO:0034121"
"GO",78,0.047816043250801,0.042775127266126,"GO:0034121"
"GO",79,0.0786668238112699,0.049631470217285,"GO:0034121"
"GO",80,0.065774111836662,0.0642106890887301,"GO:0034121"
"GO",81,0.0657052435290393,0.0562828909094783,"GO:0034121"
"GO",82,0.0828739838275768,0.059880336250694,"GO:0034121"
"GO",83,0.0617820286186601,0.0636654409192,"GO:0034121"
"GO",84,0.0386418980645123,0.0508742002225013,"GO:0034121"
"GO",85,0.0390883725868559,0.051094537553358,"GO:0034121"
"GO",86,0.0554650296454976,0.0567994307442792,"GO:0034121"
"GO",87,0.0741572321909147,0.0669773967567481,"GO:0034121"
"GO",88,0.0833640685501964,0.0640628519617634,"GO:0034121"
"GO",89,0.0898830786962303,0.0666596008118797,"GO:0034121"
"GO",90,0.0758087469833341,0.0474482353187225,"GO:0034121"
"GO",91,0.102908764333227,0.0718120017737029,"GO:0034121"
"GO",92,0.0736180292027369,0.054972748029241,"GO:0034121"
"GO",93,0.0795886378303309,0.0520919130273442,"GO:0034121"
"GO",94,0.0896106035206834,0.0442148202957381,"GO:0034121"
"GO",95,0.0608856436387853,0.0355765110552188,"GO:0034121"
"GO",96,0.0562318746313626,0.051786932252077,"GO:0034121"
"GO",97,0.0853582976048488,0.0787716867071458,"GO:0034121"
"GO",98,0.0613334290346947,0.0601966475906058,"GO:0034121"
"GO",99,0.0489360587994992,0.0517312844200915,"GO:0034121"
"GO",100,0.0629859877682478,0.0683071528121833,"GO:0034121"
